task_pair_id,task_ID,task_set,test_index,attempts,solve_count,solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,median_submissions,mean_pred_prob,outfit,difficulty,point_biserial,ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,difficulty_rank
d56f2372__0,d56f2372,Public Train,0,8,8,1.0,158.329375,83.565,1.875,1.0,0.9243932016011432,0.09518044465742001,-1.1988094231414292,,,3.0,1.0,22.0,20.0,440.0,5.0,6.0,9.0,54.0,2.0,0.12272727272727273,470.0
a25697e4__1,a25697e4,Public Eval,1,9,8,0.8888888888888888,126.52744444444446,140.786,1.3333333333333333,1.0,0.8216273761136508,0.5044377790166849,-1.199995027331963,0.15752405139498982,0.8892204624613274,3.0,2.0,30.0,25.0,750.0,6.0,30.0,25.0,750.0,6.0,1.0,471.0
67c52801__0,67c52801,Public Train,0,9,9,1.0,93.40766666666667,82.756,1.2222222222222223,1.0,0.9321328373359486,0.09863014016336756,-1.210518224557316,,,4.0,1.0,7.0,11.0,77.0,5.0,7.0,11.0,77.0,5.0,1.0,472.0
80214e03__0,80214e03,Public Train,0,8,8,1.0,118.20987500000001,121.0815,1.875,1.5,0.9234999468768684,0.10532252178113763,-1.212883140236054,,,3.0,1.0,22.0,19.0,418.0,9.0,4.0,3.0,12.0,8.0,0.028708133971291867,473.0
ba1aa698__0,ba1aa698,Public Train,0,8,8,1.0,124.399,105.071,1.125,1.0,0.9232534267356612,0.09285517589418177,-1.217005157198851,,,3.0,1.0,16.0,25.0,400.0,3.0,16.0,7.0,112.0,3.0,0.28,474.0
9ba4a9aa__0,9ba4a9aa,Public Train,0,9,9,1.0,59.43377777777778,44.369,1.6666666666666667,1.0,0.9308977831492344,0.0767312029213198,-1.2329298412755703,,,3.0,1.0,22.0,22.0,484.0,7.0,3.0,3.0,9.0,2.0,0.01859504132231405,475.0
8f215267__0,8f215267,Public Eval,0,9,9,1.0,133.71522222222222,150.527,1.2222222222222223,1.0,0.9306824361922921,0.07875690180303598,-1.2366434744559134,,,3.0,1.0,27.0,23.0,621.0,7.0,27.0,23.0,621.0,5.0,1.0,476.0
37d3e8b2__0,37d3e8b2,Public Train,0,9,9,1.0,141.50622222222222,112.723,1.3333333333333333,1.0,0.9306093328724556,0.08171629084179051,-1.2379948641324525,,,3.0,1.0,17.0,18.0,306.0,2.0,17.0,18.0,306.0,5.0,1.0,477.0
15113be4__0,15113be4,Public Train,0,9,9,1.0,97.42355555555555,82.388,1.1111111111111112,1.0,0.9298967550301397,0.07965575128588272,-1.2507971746924766,,,3.0,1.0,23.0,23.0,529.0,4.0,23.0,23.0,529.0,4.0,1.0,478.0
ed74f2f2__0,ed74f2f2,Public Train,0,9,9,1.0,158.45155555555556,69.297,2.6666666666666665,2.0,0.9297081757399916,0.08120499398428738,-1.2543552090809684,,,6.0,1.0,5.0,9.0,45.0,2.0,3.0,3.0,9.0,2.0,0.2,479.0
e9b4f6fc__0,e9b4f6fc,Public Train,0,9,9,1.0,123.65466666666667,93.426,1.3333333333333333,1.0,0.9287381006959409,0.08205707077645252,-1.2717021449037846,,,4.0,1.0,13.0,13.0,169.0,8.0,6.0,5.0,30.0,4.0,0.17751479289940827,480.0
9b2a60aa__0,9b2a60aa,Public Train,0,9,9,1.0,215.27766666666668,142.483,1.3333333333333333,1.0,0.9284827629901036,0.08662363466974952,-1.2763459255388037,,,3.0,1.0,13.0,24.0,312.0,5.0,13.0,24.0,312.0,5.0,1.0,481.0
3e6067c3__1,3e6067c3,Public Eval,1,9,9,1.0,117.63033333333334,92.841,1.1111111111111112,1.0,0.9283196707098154,0.08241364438888128,-1.2794619381823216,,,3.0,2.0,30.0,30.0,900.0,8.0,30.0,30.0,900.0,8.0,1.0,482.0
292dd178__0,292dd178,Public Train,0,8,8,1.0,55.633874999999996,50.81,1.125,1.0,0.9190001768993823,0.09670105631605047,-1.2852760374791397,,,3.0,1.0,11.0,15.0,165.0,2.0,11.0,15.0,165.0,3.0,1.0,483.0
42a15761__0,42a15761,Public Train,0,9,9,1.0,98.83200000000001,97.369,1.1111111111111112,1.0,0.9275455908241388,0.088086583546284,-1.29316657342412,,,3.0,1.0,11.0,19.0,209.0,2.0,11.0,19.0,209.0,2.0,1.0,484.0
6a980be1__0,6a980be1,Public Train,0,9,9,1.0,200.52311111111112,165.167,1.1111111111111112,1.0,0.9274264266534126,0.08465776962777673,-1.2954008230616494,,,3.0,1.0,19.0,19.0,361.0,4.0,19.0,19.0,361.0,4.0,1.0,485.0
1e81d6f9__0,1e81d6f9,Public Train,0,9,9,1.0,68.12744444444444,40.211,1.0,1.0,0.9272569970122113,0.09414361479147813,-1.2983171610164284,,,3.0,1.0,15.0,15.0,225.0,10.0,15.0,15.0,225.0,10.0,1.0,486.0
b7fb29bc__0,b7fb29bc,Public Train,0,9,9,1.0,133.60922222222223,121.802,1.1111111111111112,1.0,0.926955897572302,0.08518480244137233,-1.3038262624631756,,,3.0,1.0,15.0,15.0,225.0,2.0,15.0,15.0,225.0,4.0,1.0,487.0
25094a63__0,25094a63,Public Train,0,9,9,1.0,106.62433333333334,67.815,1.2222222222222223,1.0,0.9265673200409719,0.08609592064588467,-1.3108912030123827,,,2.0,1.0,30.0,30.0,900.0,5.0,30.0,30.0,900.0,6.0,1.0,488.0
759f3fd3__0,759f3fd3,Public Train,0,8,8,1.0,150.2755,144.852,1.5,1.0,0.9167962088139596,0.09291253736850698,-1.3202723683392936,,,2.0,1.0,12.0,12.0,144.0,2.0,12.0,12.0,144.0,3.0,1.0,489.0
ac6f9922__0,ac6f9922,Public Train,0,9,9,1.0,92.34255555555556,81.531,1.1111111111111112,1.0,0.9255757834156834,0.09906284803791486,-1.328601895866856,,,3.0,1.0,19.0,19.0,361.0,7.0,3.0,3.0,9.0,6.0,0.024930747922437674,490.0
00dbd492__0,00dbd492,Public Train,0,9,9,1.0,165.57855555555554,135.891,1.1111111111111112,1.0,0.9245960195321289,0.09665385213925624,-1.3462317534356658,,,4.0,1.0,20.0,20.0,400.0,2.0,20.0,20.0,400.0,5.0,1.0,491.0
cad67732__0,cad67732,Public Train,0,9,9,1.0,180.45522222222223,129.324,1.5555555555555556,1.0,0.9221351252003428,0.11443511552346698,-1.390530340480301,,,3.0,1.0,10.0,10.0,100.0,4.0,20.0,20.0,400.0,4.0,4.0,492.0
2e65ae53__0,2e65ae53,Public Train,0,9,9,1.0,148.43033333333335,74.137,1.4444444444444444,1.0,0.921461018075052,0.10254378254918287,-1.402612879736887,,,2.0,1.0,28.0,28.0,784.0,6.0,28.0,28.0,784.0,6.0,1.0,493.0
551d5bf1__0,551d5bf1,Public Train,0,8,8,1.0,186.9995,117.02250000000001,1.0,1.0,0.911001102462786,0.10830751977634592,-1.4129400307279842,,,2.0,1.0,26.0,26.0,676.0,2.0,26.0,26.0,676.0,3.0,1.0,494.0
94be5b80__0,94be5b80,Public Train,0,9,9,1.0,132.24844444444443,121.45,1.3333333333333333,1.0,0.9200508986605862,0.0998820037810173,-1.4280464500197232,,,2.0,1.0,18.0,15.0,270.0,6.0,18.0,15.0,270.0,6.0,1.0,495.0
58f5dbd5__0,58f5dbd5,Public Eval,0,9,9,1.0,288.0777777777778,189.418,1.1111111111111112,1.0,0.9179103895658378,0.10032431193856124,-1.4666425872835713,,,3.0,1.0,19.0,23.0,437.0,9.0,19.0,13.0,247.0,7.0,0.5652173913043478,496.0
0b17323b__0,0b17323b,Public Train,0,9,9,1.0,74.47,66.294,1.1111111111111112,1.0,0.9168940261243405,0.10357466028151475,-1.4849208262609874,,,2.0,1.0,15.0,15.0,225.0,2.0,15.0,15.0,225.0,3.0,1.0,497.0
84f2aca1__0,84f2aca1,Public Train,0,9,9,1.0,68.51933333333334,48.478,1.1111111111111112,1.0,0.9136421937148356,0.1285030945774678,-1.5434363276697265,,,4.0,1.0,13.0,12.0,156.0,4.0,13.0,12.0,156.0,6.0,1.0,498.0
66ac4c3b__0,66ac4c3b,Public Train,0,8,8,1.0,213.33425,125.176,1.75,1.5,0.9001217516870225,0.157961530362791,-1.5869813311514234,,,2.0,1.0,22.0,22.0,484.0,3.0,22.0,22.0,484.0,3.0,1.0,499.0
9b5080bb__0,9b5080bb,Public Train,0,9,9,1.0,204.81877777777777,100.323,1.3333333333333333,1.0,0.9044628161254908,0.1354644468337981,-1.7086763755642487,,,3.0,1.0,27.0,27.0,729.0,4.0,27.0,27.0,729.0,4.0,1.0,500.0
7e2bad24__1,7e2bad24,Public Train,1,9,9,1.0,80.43866666666666,80.644,1.1111111111111112,1.0,0.9006416734719953,0.11897944441911074,-1.7776726604507413,,,3.0,2.0,16.0,16.0,256.0,4.0,16.0,16.0,256.0,4.0,1.0,501.0
0a1d4ef5__0,0a1d4ef5,Public Train,0,463,430,0.9287257019438445,177.22845788336932,119.158,1.323974082073434,1.0,0.9267756189706875,0.6155973584319143,-1.7947924888240139,0.31391358649578677,1.99458380546989,3.0,1.0,30.0,30.0,900.0,9.0,4.0,3.0,12.0,6.0,0.013333333333333334,502.0
